Portfolio_Manager,Year,Month,PF/EPFO_Clients,Corporates_Clients,Non-Corporates_Clients,Non-Residents_Clients,FPI_Clients,Others_Clients,Total_Clients,PF/EPFO_AUM,Corporates_AUM,Non-Corporates_AUM,Non-Residents_AUM,FPI_AUM,Others_AUM,Total_AUM
BADJATE STOCK  AND  SHARES PVT. LTD,2024,10,0,4,87,2,0,0,93,0,15.21,122.25,1.91,0,0,139.37
BANDHAN AMC LIMITED,2024,1,0,5,42,5,0,0,52,0,10,28.82,4.87,0,0,43.69
BANDHAN AMC LIMITED,2024,4,0,5,37,4,0,0,46,0,10.57,25.51,3.38,0,0,39.46
BANDHAN AMC LIMITED,2024,7,0,5,37,4,1,0,47,0,11.70384,28.65794,3.62509,142.1339,0,186.12078
BANDHAN AMC LIMITED,2024,10,0,5,30,4,2,0,41,0,11.45398,23.85456,3.44609,149.16,0,187.91463
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2022,1,0,2,45,6,0,0,53,0,9.54,222.31,24.21,0,0,256.06
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2022,4,0,2,48,6,0,0,56,0,9.5,225.4,24.24,0,0,259.14
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2022,7,0,2,49,7,0,0,58,0,9.09,217.78,23.98,0,0,250.85
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2022,10,0,3,50,6,0,0,59,0,40.18,280.52,43.52,0,0,364.21
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2023,1,0,4,54,5,0,0,41,0,40.84,310.55,23.52,0,0,374.91
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2023,4,0,4,59,5,1,0,69,0,44.44,299.44,25.05,23.64,0,392.57
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2023,7,0,4,64,5,1,0,74,0,55.35,359.46,29.8,49.02,0,493.63
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2023,10,0,4,70,5,1,0,80,0,63.04,388.03,30.92,52.88,0,534.87
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2024,1,0,4,88,5,1,0,98,0,73.23,560.37,35.08,85.67,0,754.35
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2024,4,0,4,94,5,1,0,104,0,74.63,664.22,30.47,96.5,0,865.82
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2024,7,0,4,99,5,1,0,109,0,82.63,702.48,34.26,117.57,0,936.94
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2024,10,0,6,101,5,1,0,113,0,87.19,739.96,36.18,148.58,0,1011.91
BANYAN TREE ADVISORS PRIVATE LIMITED,2022,1,0,18,1388,266,0,0,1672,0,23.23,3105.51,641.07,0,0,3769.81
BANYAN TREE ADVISORS PRIVATE LIMITED,2022,4,0,19,1431,269,0,0,1719,0,22.43,2950.87,604.94,0,0,3578.24
BANYAN TREE ADVISORS PRIVATE LIMITED,2022,7,0,19,1448,277,0,0,1744,0,28.58,3034.12,646.95,0,0,3709.65
BANYAN TREE ADVISORS PRIVATE LIMITED,2022,10,0,38,2922,554,0,0,3514,0,58.88,6162.42,1351.36,0,0,7572.66
BANYAN TREE ADVISORS PRIVATE LIMITED,2023,1,0,59,1431,283,0,0,1773,0,143.67,3046.44,697.53,0,0,3887.64
BANYAN TREE ADVISORS PRIVATE LIMITED,2023,4,0,61,1500,295,0,0,1856,0,149.45,3359.61,719.51,0,0,4228.57
BANYAN TREE ADVISORS PRIVATE LIMITED,2023,7,0,61,1519,303,0,0,1883,0,172.8,3827.26,820.61,0,0,4820.67
BANYAN TREE ADVISORS PRIVATE LIMITED,2023,10,0,62,1538,313,0,0,1913,0,176.19,3728.67,813.53,0,0,4718.39
BANYAN TREE ADVISORS PRIVATE LIMITED,2024,1,0,61,1558,322,0,0,1941,0,183.95,4088.87,921.36,0,0,5194.18
BANYAN TREE ADVISORS PRIVATE LIMITED,2024,4,0,62,1556,333,0,0,1951,0,191.28,4131.58,926.14,0,0,5249
BANYAN TREE ADVISORS PRIVATE LIMITED,2024,7,0,62,1534,342,0,0,1938,0,212.51,4458.43,1045.34,0,0,5716.28
BANYAN TREE ADVISORS PRIVATE LIMITED,2024,10,0,34,1556,348,0,0,1938,0,168.73313,4498.02911,1080.38101,0,0,5747.14324
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2022,1,0,46,94,11,0,0,151,0,1071.08894,1804.80535,265.66368,0,0,3141.55797
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2022,4,0,50,96,12,0,0,158,0,1117.11999,1734.45655,268.92147,0,0,3120.49801
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2022,7,0,52,96,12,0,0,160,0,1161.34202,1345.79818,265.66824,0,0,2772.80844
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2022,10,0,60,84,12,0,0,156,0,1647.04295,1249.32076,252.70848,0,0,3149.07219
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2023,1,0,57,76,12,0,0,145,0,1498.61454,1183.539,241.34086,0,0,2923.4944
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2023,4,0,47,76,11,0,0,134,0,1252.41946,1239.60889,280.35343,0,0,2772.38178
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2023,7,0,52,79,11,0,0,142,0,1511.33834,1389.8976,317.3348,0,0,3218.57074
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2023,10,0,50,81,9,0,0,140,0,1429.12523,1469.16286,313.01353,0,0,3211.30162
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2024,1,0,45,81,10,0,0,136,0,1700.1385,1592.49858,426.41735,0,0,3719.05443
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2024,4,0,47,83,10,0,0,140,0,1679.34156,1714.1641,429.24607,0,0,3822.75173
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2024,7,0,50,80,10,0,0,140,0,1810.98785,1761.62901,470.37901,0,0,4042.99587
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,2024,10,0,50,76,10,0,0,136,0,2249.83476,1656.07965,453.61751,0,0,4359.53192
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2022,1,0,0,9,0,0,1,10,0,0,3.47,0,0,2063.31,2066.78
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2022,4,0,0,0,0,0,1,1,0,0,0,0,0,1914.1,1914.1
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2022,7,0,0,0,0,0,1,1,0,0,0,0,0,1921.13,1921.13
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2022,10,0,0,0,0,0,1,1,0,0,0,0,0,1983.97,1983.97
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2023,1,0,0,0,0,0,1,1,0,0,0,0,0,1944.04,1944.04
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2023,4,0,0,0,0,0,1,1,0,0,0,0,0,1727.36,1727.36
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2023,7,0,0,0,0,0,1,1,0,0,0,0,0,1816.82,1816.82
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2023,10,0,0,0,0,0,1,1,0,0,0,0,0,1775.84,1775.84
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2024,1,0,0,0,0,0,1,1,0,0,0,0,0,2254.74,2254.74
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2024,4,0,0,0,0,0,1,0,0,0,0,0,0,2649,0
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARODA BNP PARIBAS ASSET MANAGEMENT INDIA PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASAN EQUITY BROKING LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASANT MAHESHWARI WEALTH ADVISERS LLP,2022,1,0,6,158,21,0,0,185,0,13.54,316.84,30.92,0,0,361.3
BASANT MAHESHWARI WEALTH ADVISERS LLP,2022,4,0,5,157,19,0,0,181,0,9.92,289.32,27.39,0,0,326.62
BASANT MAHESHWARI WEALTH ADVISERS LLP,2022,7,0,5,159,17,0,0,181,0,8.55,247.22,18.98,0,0,274.74
BASANT MAHESHWARI WEALTH ADVISERS LLP,2022,10,0,5,159,17,0,0,181,0,8.47,231.57,18.83,0,0,258.85
BASANT MAHESHWARI WEALTH ADVISERS LLP,2023,1,0,5,154,15,0,0,174,0,8.19,210.84,16.7,0,0,235.73
BASANT MAHESHWARI WEALTH ADVISERS LLP,2023,4,0,5,154,15,0,0,174,0,7.89,202.02,13.7,0,0,223.61
BASANT MAHESHWARI WEALTH ADVISERS LLP,2023,7,0,4,160,16,0,0,180,0,7.42,232.43,16.85,0,0,256.7
BASANT MAHESHWARI WEALTH ADVISERS LLP,2023,10,0,2,174,17,0,0,193,0,6.67,242.85,16.98,0,0,266.5
BASANT MAHESHWARI WEALTH ADVISERS LLP,2024,1,0,2,172,18,0,0,192,0,7.83,268.78,20.48,0,0,297.09
BASANT MAHESHWARI WEALTH ADVISERS LLP,2024,4,0,2,194,19,0,0,215,0,7.97,278.9,21.41,0,0,308.28
BASANT MAHESHWARI WEALTH ADVISERS LLP,2024,7,0,1,212,21,0,0,234,0,1.63917,300.90964,25.37765,0,0,327.92646
BASANT MAHESHWARI WEALTH ADVISERS LLP,2024,10,0,1,261,21,0,0,283,0,1.67069,331.81279,25.8277,0,0,359.31118
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2022,1,0,21,66,0,1,0,88,0,3.059,8.311,0,0,0,11.37
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2022,4,0,7,20,0,1,0,28,0,3.059,8.23,0,0,0,11.289
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2022,7,0,7,20,0,1,0,28,0,3.059,8.214,0,0,0,11.273
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2022,10,0,7,20,0,1,0,28,0,3.059,8.207,0,0,0,11.266
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2023,1,0,7,24,0,1,0,32,0,3.06,10.42,0,0,0,13.48
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2023,4,0,8,32,0,1,0,41,0,4.07,15.85,0,0,0,19.92
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2023,7,0,9,39,0,1,0,49,0,20.99,21.59,0,0,0,42.58
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2023,10,0,6,43,0,1,0,50,0,19.65,26.09,0,0,0,45.73999
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2024,1,0,6,46,0,1,0,53,0,26.59,30.29,0,0,0,56.87999
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2024,4,0,5,50,0,1,0,56,0,27.64,41.68,0,0,0,69.32
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2024,7,0,5,51,0,1,0,57,0,29.86,47.99,0,0,0,77.85
BAY CAPITAL INVESTMENT ADVISORS PRIVATE LIMITED,2024,10,0,6,56,0,1,0,63,0,34.98,66.29,0,0,0,101.27
BELLWETHER CAPITAL PRIVATE LIMITED,2022,1,0,39,334,65,1,0,439,0,325.6389,914.65762,313.17693,1.36568,0,1554.83913
BELLWETHER CAPITAL PRIVATE LIMITED,2022,4,0,38,336,65,1,0,440,0,333.43859,911.78376,323.14769,1.38291,0,1569.75295
BELLWETHER CAPITAL PRIVATE LIMITED,2022,7,0,35,347,66,1,0,449,0,273.52364,848.84402,323.77988,1.33307,0,1447.48061
BELLWETHER CAPITAL PRIVATE LIMITED,2022,10,0,31,348,64,1,0,444,0,290.66814,898.79501,330.09193,1.43239,0,1520.98747
BELLWETHER CAPITAL PRIVATE LIMITED,2023,1,0,31,355,65,1,0,452,0,284.30395,877.06358,315.24424,1.37457,0,1477.98634
BELLWETHER CAPITAL PRIVATE LIMITED,2023,4,0,32,354,66,1,0,453,0,284.82,953.89,307.66,1.45,0,1547.81
BELLWETHER CAPITAL PRIVATE LIMITED,2023,7,0,32,363,71,1,0,467,0,341.59,1165.38,373.59,1.67,0,1882.23
BELLWETHER CAPITAL PRIVATE LIMITED,2023,10,0,37,381,70,1,0,489,0,410.7,1271.69,395.84,1.78,0,2080.01
BELLWETHER CAPITAL PRIVATE LIMITED,2024,1,0,39,394,72,1,0,506,0,470.96,1464.77,448.88,2.01,0,2386.62
BELLWETHER CAPITAL PRIVATE LIMITED,2024,4,0,42,402,78,1,0,523,0,517.26,1588.41,487.75,2.06,0,2595.49
BELLWETHER CAPITAL PRIVATE LIMITED,2024,7,0,44,409,80,1,0,534,0,669.18738,1813.6239,598.18508,2.11941,0,3083.11577
BELLWETHER CAPITAL PRIVATE LIMITED,2024,10,0,45,412,85,1,0,543,0,658.17971,1841.44724,576.88714,2.14518,0,3078.65927
BHANA EQUITY ADVISORS LLP,2022,1,0,2,44,23,0,0,69,0,13.396,149.439,252.942,0,0,415.777
BHANA EQUITY ADVISORS LLP,2022,4,0,4,88,52,0,0,144,0,26.746,303.51,459.374,0,0,789.63
BHANA EQUITY ADVISORS LLP,2022,7,0,2,46,31,0,0,79,0,13.424,168.043,256.388,0,0,437.855
BHANA EQUITY ADVISORS LLP,2023,1,0,3,53,31,0,0,87,0,14.318,161.198,245.109,0,0,420.625
BHANA EQUITY ADVISORS LLP,2023,4,0,3,54,32,0,0,89,0,14.877,175.508,265.355,0,0,455.74
BHANA EQUITY ADVISORS LLP,2023,7,0,3,54,32,0,0,89,0,15.563,221.902,325.433,0,0,562.89799
BHANA EQUITY ADVISORS LLP,2023,10,0,3,59,34,0,0,96,0,16.13,257.571,373.569,0,0,647.27
BHANA EQUITY ADVISORS LLP,2024,1,0,3,67,36,0,0,106,0,17.618,339.508,473.539,0,0,830.665
BHANA EQUITY ADVISORS LLP,2024,4,0,3,74,39,0,0,116,0,17.59301,349.98323,467.72431,0,0,835.30055
BHANA EQUITY ADVISORS LLP,2024,7,0,3,80,39,0,0,122,0,17.72297,356.44641,457.05286,0,0,831.22224
BHANA EQUITY ADVISORS LLP,2024,10,0,3,97,39,0,0,139,0,17.94444,503.90908,473.33795,0,0,995.19147
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2022,1,0,52,1903,261,1,0,2217,0,179.83,1176.88,281.54,104.21,0,1742.45
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2022,4,0,50,1861,261,0,0,2172,0,175.98,1126.18,265.97,0,0,1568.12
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2022,7,0,49,1813,265,0,0,2127,0,166.62,1109.08,270.83,0,0,1546.53
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2022,10,0,55,1785,262,0,0,2102,0,191.85,1143.17,282.75,0,0,1617.77
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2023,1,0,51,1731,255,0,0,2037,0,142.79,1075.02,266.2,0,0,1484
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2023,4,0,51,1668,247,0,0,1966,0,145.79,1068.89,270,0,0,1484.68
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2023,7,0,43,1536,247,0,0,1826,0,147.49,1162.3,305,0,0,1614.8
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2023,10,0,43,1508,256,0,0,1807,0,119.47,1135.47,313.45,0,0,1568.39
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2024,1,0,44,1471,269,0,0,1784,0,128.99,1293.06,389.21,0,0,1811.27
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2024,4,0,51,1477,305,0,0,1833,0,146.32,1387.67,451.7,0,0,1985.69
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2024,7,0,53,1562,351,0,0,1966,0,242.17148,1611.09013,560.5743,0,0,2413.83592
BIRLA SUN LIFE ASSET MANAGEMENT COMPANY LIMITED,2024,10,0,50,1541,389,0,0,1980,0,210.10018,1529.01481,575.98567,0,0,2315.10066
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2023,7,0,3,1,0,0,0,4,0,8,2,0,0,0,10
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2023,10,0,6,2,0,0,0,8,0,30,6,0,0,0,36
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2024,1,0,7,4,2,0,0,13,0,38,12,8,0,0,58
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2024,4,0,7,4,2,0,0,13,0,38,12,8,0,0,58
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2024,7,0,7,4,2,0,0,13,0,38,12,8,0,0,58
BLACKSOIL ASSET MANAGEMENT PRIVATE LIMITED,2024,10,0,7,4,2,0,0,13,0,38,12,8,0,0,58
BLUE 91 PORTFOLIO MANAGERS LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE 91 PORTFOLIO MANAGERS LLP,2024,10,0,0,1,0,0,0,1,0,0,0.49,0,0,0,0.49
BLUE ASHVA INDIA LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE ASHVA INDIA LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC ADVISORS PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC ADVISORS PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONANZA PORTFOLIO LIMITED,2022,1,0,3,107,0,0,0,110,0,1.31,48.66,0,0,0,49.97
BONANZA PORTFOLIO LIMITED,2022,4,0,2,108,0,0,0,110,0,1.01,48.94,0,0,0,49.94999
BONANZA PORTFOLIO LIMITED,2022,7,0,2,111,0,0,0,113,0,0.95,49.12,0,0,0,50.07
BONANZA PORTFOLIO LIMITED,2022,10,0,2,109,0,0,0,111,0,0.99,51.86,0,0,0,52.85
BONANZA PORTFOLIO LIMITED,2023,1,0,2,110,0,0,0,112,0,0.97,51.32,0,0,0,52.29
BONANZA PORTFOLIO LIMITED,2023,4,0,2,112,0,0,0,114,0,0.98,58.76,0,0,0,59.73999
BONANZA PORTFOLIO LIMITED,2023,7,0,2,146,0,0,0,148,0,1.2,106.34,0,0,0,107.54
BONANZA PORTFOLIO LIMITED,2023,10,0,3,168,1,0,0,172,0,1.74,121.26,0.5,0,0,123.49999
BONANZA PORTFOLIO LIMITED,2024,1,0,4,185,1,0,0,190,0,2.73,155.299,0.8,0,0,158.829
BONANZA PORTFOLIO LIMITED,2024,4,0,5,206,1,0,0,212,0,3.88,176.44,0.82,0,0,181.14
BONANZA PORTFOLIO LIMITED,2024,7,0,7,254,4,0,0,265,0,5.89,233.05,2.99,0,0,241.93
BONANZA PORTFOLIO LIMITED,2024,10,0,11,307,8,0,0,326,0,10.87,252.09,5.58,0,0,268.54
BRAIN POINT INVESTMENT CENTRE PVT LTD,2022,1,0,5,567,15,0,0,587,0,131.75,2247.89,58.49,0,0,2438.13
BRAIN POINT INVESTMENT CENTRE PVT LTD,2022,4,0,24,1226,60,0,0,1310,0,552.9,4897.78,217.54,0,0,5668.24
BRAIN POINT INVESTMENT CENTRE PVT LTD,2022,7,0,18,633,36,0,0,687,0,424.44,2574.92,123.85,0,0,3123.21
BRAIN POINT INVESTMENT CENTRE PVT LTD,2022,10,0,20,644,41,0,0,705,0,461.63,2873.95,144.46,0,0,3480.04
BRAIN POINT INVESTMENT CENTRE PVT LTD,2023,1,0,20,650,46,0,0,716,0,454.86,2880.94,148.72,0,0,3484.52
BRAIN POINT INVESTMENT CENTRE PVT LTD,2023,4,0,20,660,47,0,0,727,0,473.81,3002.65,180.36,0,0,3656.82
BRAIN POINT INVESTMENT CENTRE PVT LTD,2023,7,0,19,672,49,0,0,740,0,555.71,3505.96,216.51,0,0,4278.18
BRAIN POINT INVESTMENT CENTRE PVT LTD,2023,10,0,21,679,50,0,0,750,0,570.5,3661.9,225.04,0,0,4457.44
BRAIN POINT INVESTMENT CENTRE PVT LTD,2024,1,0,22,687,51,0,0,760,0,660.13,4505.57,281.87,0,0,5447.56
BRAIN POINT INVESTMENT CENTRE PVT LTD,2024,4,0,23,709,52,0,0,784,0,721.66,4882.81,301.64,0,0,5906.11
BRAIN POINT INVESTMENT CENTRE PVT LTD,2024,7,0,23,724,54,0,0,801,0,850.89978,5820.73269,342.17227,0,0,7013.80474
BRAIN POINT INVESTMENT CENTRE PVT LTD,2024,10,0,23,746,54,0,0,823,0,834.54834,5816.1658,329.36868,0,0,6980.08283
BRIGHTSEEDS ADVISORS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUGLEROCK CAPITAL PRIVATE LIMITED,2022,1,0,21,114,5,0,0,140,0,816.72,214.48,10.01,0,0,1041.21
BUGLEROCK CAPITAL PRIVATE LIMITED,2022,4,0,24,127,7,0,0,158,0,1146.9,223.58,12.09,0,0,1382.57
BUGLEROCK CAPITAL PRIVATE LIMITED,2022,7,0,27,134,8,0,0,169,0,1471.57,238.82,12.42,0,0,1722.81
BUGLEROCK CAPITAL PRIVATE LIMITED,2023,1,0,33,141,13,0,0,187,0,1527.69,706.77,25.23,0,0,2259.68999
BUGLEROCK CAPITAL PRIVATE LIMITED,2023,4,0,33,165,13,0,0,211,0,1553.44,845.26,40.47,0,0,2439.16999
BUGLEROCK CAPITAL PRIVATE LIMITED,2023,7,0,30,181,16,0,0,227,0,1802.25,995.31,61.5,0,0,2859.06
BUGLEROCK CAPITAL PRIVATE LIMITED,2023,10,0,36,225,21,0,0,282,0,1848.55,1028.5,61.03,0,0,2938.08
BUGLEROCK CAPITAL PRIVATE LIMITED,2024,1,0,43,258,25,0,0,326,0,2030.27,1260.99,72.3,0,0,3363.55999
BUGLEROCK CAPITAL PRIVATE LIMITED,2024,4,0,52,284,28,0,0,364,0,2063.4,1398.98,81.21,0,0,3543.59
BUGLEROCK CAPITAL PRIVATE LIMITED,2024,7,0,56,309,34,1,0,400,0,2233.8,1631.77,105.6,13.82,0,3985
BUGLEROCK CAPITAL PRIVATE LIMITED,2024,10,0,63,332,41,1,0,437,0,2195.79,1637.34,109.13,17.65,0,3959.91
BULLERO CAPITAL PRIVATE LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLERO CAPITAL PRIVATE LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLERO CAPITAL PRIVATE LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLERO CAPITAL PRIVATE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLERO CAPITAL PRIVATE LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLERO CAPITAL PRIVATE LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUOYANT CAPITAL PRIVATE LIMITED,2022,1,0,27,153,3,0,0,183,0,122.46,235.85,1.76,0,0,360.06
BUOYANT CAPITAL PRIVATE LIMITED,2022,4,0,32,195,5,0,0,232,0,145.1867,249.4427,2.65,0,0,397.2794
BUOYANT CAPITAL PRIVATE LIMITED,2022,7,0,38,278,9,0,0,325,0,154.8922,322.0916,5.98,0,0,482.9638
BUOYANT CAPITAL PRIVATE LIMITED,2022,10,0,48,343,20,0,0,411,0,176.99,385.43,13.02,0,0,575.45
BUOYANT CAPITAL PRIVATE LIMITED,2023,1,0,56,399,37,0,0,492,0,200.41,432.76,24.08,0,0,657.25
BUOYANT CAPITAL PRIVATE LIMITED,2023,4,0,60,446,45,0,0,551,0,223.44,500.61,29.41,0,0,753.46
BUOYANT CAPITAL PRIVATE LIMITED,2023,7,0,75,611,53,0,0,739,0,291.61,751.28,39.93,0,0,1082.81
BUOYANT CAPITAL PRIVATE LIMITED,2023,10,0,109,1057,73,0,0,1239,0,319.13,1166.45,56.02,0,0,1541.61
BUOYANT CAPITAL PRIVATE LIMITED,2024,1,0,196,1619,99,0,0,1914,0,743.51,1769.59,75.57,0,0,2588.68
BUOYANT CAPITAL PRIVATE LIMITED,2024,4,0,246,1953,138,0,0,2337,0,861.9,2232.06,112.44,0,0,3206.41
BUOYANT CAPITAL PRIVATE LIMITED,2024,7,0,274,2236,181,0,0,2691,0,1043.78,2708.25,203.89,0,0,3955.93
BUOYANT CAPITAL PRIVATE LIMITED,2024,10,0,290,2431,201,0,0,2922,0,1096.1,2889.56,216.2,0,0,4201.85
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2022,1,0,2,1,0,0,0,3,0,108.52,1.2,0,0,0,109.72
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2022,4,0,2,2,0,0,0,4,0,138.74,1.75,0,0,0,140.49
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2022,7,0,2,2,0,0,0,4,0,138.92,1.76,0,0,0,140.67
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2022,10,0,4,4,0,0,0,8,0,390.96,4.34,0,0,0,395.3
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2023,1,0,3,2,0,0,0,5,0,200.97,2.3,0,0,0,203.27
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2023,4,0,4,5,0,0,0,9,0,242.03,9.35,0,0,0,251.38
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2023,7,0,4,8,0,0,0,12,0,283.92,13.31,0,0,0,297.23
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2023,10,0,5,11,0,0,0,16,0,336.95,19.64,0,0,0,356.6
BURMAN CAPITAL MANAGEMENT PRIVATE LIMITED,2024,1,0,6,11,0,0,0,17,0,399.72,22.07,0,0,0,421.79
