Portfolio_Manager,Year,Month,PF/EPFO_Clients,Corporates_Clients,Non-Corporates_Clients,Non-Residents_Clients,FPI_Clients,Others_Clients,Total_Clients,PF/EPFO_AUM,Corporates_AUM,Non-Corporates_AUM,Non-Residents_AUM,FPI_AUM,Others_AUM,Total_AUM
COMPOUND EVERYDAY CAPITAL MANAGEMENT LLP,2024,4,0,3,32,6,0,0,41,0,2.96,38.19,5.7,0,0,46.84
COMPOUND EVERYDAY CAPITAL MANAGEMENT LLP,2024,7,0,4,32,6,0,0,42,0,7.46,37.54,6.17,0,0,51.16
COMPOUND EVERYDAY CAPITAL MANAGEMENT LLP,2024,10,0,3,35,6,0,0,44,0,3.21,44.84,6.43,0,0,54.48
CONCEPT INVESTWELL PRIVATE LIMITED,2022,1,0,3,68,8,0,0,79,0,2.36343,61.89599,7.19346,0,0,71.45288
CONCEPT INVESTWELL PRIVATE LIMITED,2022,4,0,3,70,8,0,0,81,0,3.477,61.34823,6.87252,0,0,71.69775
CONCEPT INVESTWELL PRIVATE LIMITED,2022,7,0,3,75,8,0,0,90,0,3.34275,70.95496,6.85449,0,0,81.1522
CONCEPT INVESTWELL PRIVATE LIMITED,2022,10,0,4,73,8,0,0,85,0,3.97994,69.2515,7.1328,0,0,80.36424
CONCEPT INVESTWELL PRIVATE LIMITED,2023,1,0,6,71,8,0,0,85,0,7.36565,62.2836,6.86307,0,0,76.51232
CONCEPT INVESTWELL PRIVATE LIMITED,2023,4,0,6,71,8,0,0,85,0,7.3437,63.49551,6.86448,0,0,77.70369
CONCEPT INVESTWELL PRIVATE LIMITED,2023,7,0,6,67,8,0,0,81,0,8.52003,66.36764,7.71085,0,0,82.59852
CONCEPT INVESTWELL PRIVATE LIMITED,2023,10,0,6,58,8,0,0,72,0,8.57536,59.58168,7.60226,0,0,75.7593
CONCEPT INVESTWELL PRIVATE LIMITED,2024,1,0,4,53,8,0,0,65,0,7.60353,62.36061,8.33877,0,0,78.30291
CONCEPT INVESTWELL PRIVATE LIMITED,2024,4,0,3,52,8,0,0,63,0,6.77757,65.95587,8.53714,0,0,81.27058
CONCEPT INVESTWELL PRIVATE LIMITED,2024,7,0,3,47,8,0,0,58,0,7.68861,69.08128,9.52101,0,0,86.2909
CONCEPT INVESTWELL PRIVATE LIMITED,2024,10,0,3,47,7,0,0,57,0,7.19361,66.16028,6.86011,0,0,80.214
CONSORTIUM SECURITIES PVT. LTD.,2022,1,0,10,27,2,0,0,39,0,148.58,97.92,2.14,0,0,248.64
CONSORTIUM SECURITIES PVT. LTD.,2022,4,0,12,28,2,0,0,42,0,157.91,89.57,1.99,0,0,249.47
CONSORTIUM SECURITIES PVT. LTD.,2022,7,0,12,27,2,0,0,41,0,155.58,81.8,3.15,0,0,240.53
CONSORTIUM SECURITIES PVT. LTD.,2022,10,0,12,28,3,0,0,43,0,150.83,76.99,5.31,0,0,233.13
CONSORTIUM SECURITIES PVT. LTD.,2023,1,0,12,29,3,0,0,44,0,144.85,77.24,5.5,0,0,227.59
CONSORTIUM SECURITIES PVT. LTD.,2023,4,0,12,31,4,0,0,47,0,147.3,72.94,6.29,0,0,226.52
CONSORTIUM SECURITIES PVT. LTD.,2023,7,0,12,31,4,0,0,47,0,177.76,94.81,7.59,0,0,280.16
CONSORTIUM SECURITIES PVT. LTD.,2023,10,0,12,34,4,0,0,50,0,174.11,104.67,8.75,0,0,287.53
CONSORTIUM SECURITIES PVT. LTD.,2024,1,0,12,36,3,0,0,51,0,204.8,130.85,8.72,0,0,344.36
CONSORTIUM SECURITIES PVT. LTD.,2024,4,0,12,42,3,0,0,57,0,217.99,146.27,8.86,0,0,373.11
CONSORTIUM SECURITIES PVT. LTD.,2024,7,0,11,47,3,0,0,61,0,239.06715,194.13607,9.08016,0,0,442.28338
CONSORTIUM SECURITIES PVT. LTD.,2024,10,0,11,48,3,0,0,62,0,207.21501,206.48527,9.25192,0,0,422.95219
CONSTELLATION SPORTS  AND  ENTERTAINMENT PARTNERS LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONSTELLATION SPORTS  AND  ENTERTAINMENT PARTNERS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORNUCOPIA CONSUMER VENTURE ADVISORY LLP,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORNUCOPIA CONSUMER VENTURE ADVISORY LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2023,7,0,1,1,0,0,0,3,0,3,2,0,0,0,8
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2023,10,0,1,1,0,0,0,3,0,3,2,0,0,0,8
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2024,1,0,1,1,0,0,0,3,0,3,2,0,0,0,8
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2024,4,0,1,1,0,0,0,3,0,3,2,0,0,0,8
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2024,7,0,1,0,0,0,0,2,0,3,0,0,0,0,8
CORPORATE BUSINESS ADVISORS PRIVATE LIMITED,2024,10,0,1,0,0,0,0,2,0,3,0,0,0,0,8
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2022,1,0,0,26,2,0,0,28,0,0,36.57,3.36,0,0,39.93
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2022,4,0,1,38,3,0,0,42,0,0.58,107.89,10.15,0,0,118.62
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2022,7,0,2,53,4,0,0,59,0,1.14,191.69,10.43,0,0,203.26
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2022,10,0,2,70,8,0,0,80,0,1.68,227.73,14.39,0,0,243.8
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2023,1,0,6,102,12,0,0,120,0,4.6,261.94,17.85,0,0,284.39
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2023,4,0,7,129,15,0,0,151,0,5.77,293.32,20.61,0,0,319.69
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2023,7,0,8,170,22,0,0,200,0,9.74,384.06,29.37,0,0,423.17
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2023,10,0,11,214,27,0,0,252,0,12.61,450.49,35.34,0,0,498.44
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2024,1,0,16,259,36,0,0,311,0,17.07,558.68,45.05,0,0,620.81
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2024,4,0,18,296,40,0,0,354,0,19.43,593.05,42.66,0,0,655.14
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2024,7,0,18,291,41,0,0,350,0,20.08,604.12,44.42,0,0,668.62
COUNTER CYCLICAL INVESTMENTS PRIVATE LIMITED,2024,10,0,18,293,43,0,0,354,0,18.22,547.08,42.17,0,0,607.47
COURSER PARK ADVISORS LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COURSER PARK ADVISORS LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COURSER PARK ADVISORS LLP,2024,4,0,0,10,0,0,0,10,0,0,13.68,0,0,0,13.68
COURSER PARK ADVISORS LLP,2024,7,0,0,39,0,0,0,39,0,0,62.67252,0,0,0,62.67252
COURSER PARK ADVISORS LLP,2024,10,0,5,108,7,0,0,120,0,177.05037,157.83672,8.75,0,0,343.6371
CREDENT ASSET MANAGEMENT SERVICES PRIVATE LIMITED,2022,1,0,1,24,3,0,0,28,0,0.53,7.98,0.2,0,0,8.71
CREDENT ASSET MANAGEMENT SERVICES PRIVATE LIMITED,2022,4,0,1,22,1,0,0,24,0,0.48,7.32,0.2,0,0,8
CREDENT ASSET MANAGEMENT SERVICES PRIVATE LIMITED,2022,7,0,1,14,1,0,0,16,0,0.44,5.26,0.21,0,0,5.91
